num_C,num_F,num_O,num_P,num_S,num_B,HOMO,LUMO,min_ESP,max_ESP,MPI,R,La,Lb,Lc,MW,TPSA,C,HBA,Binding energy
4,0,3,0,2,0,-0.08661,0.0966,-127.461465,-36.259597,3.96533713,3.60308,6.488,8.471,5.526,163.2,93.8,165,4,1
4,0,2,0,0,0,-0.06392,0.16784,-137.563299,-62.954145,4.34781755,3.12174,7.613,5.513,4.161,98.08,52.5,113,2,1
0,0,0,0,0,0,-0.09824,0.03918,-104.413982,-89.965149,4.2698142,3.67114,8.955,3.741,3.96,197.81,0,2.8,1,0
0,0,5,0,1,0,-0.03462,0.15262,-142.688184,-28.009185,4.78125748,2.90608,7.065,4.896,5.539,113.07,95,100,5,1
4,0,1,0,0,0,-0.03126,0.13273,-140.354003,-62.549421,4.4397704,3.20456,6.72,7.814,3.04,95.08,48.8,57.7,3,1
3,0,4,0,1,0,-0.09019,0.10305,-125.883071,-49.217423,4.09867554,3.43252,7.798,5.814,5.988,137.14,82.6,159,4,1
5,0,1,0,1,0,-0.02046,0.11514,-145.774962,-46.938675,4.0653694,3.54076,8.607,6.87,2.401,126.16,58.4,162,2,1
3,0,2,0,0,0,-0.08653,0.09658,-127.504958,-36.229241,3.96524816,3.6039,8.472,6.488,5.526,84.05,63.9,93.1,3,0
2,0,2,0,0,0,-0.06659,0.13825,-138.066895,-65.55942,4.48713122,3.09222,7.488,5.512,4.179,137.94,40.1,37.4,2,1
3,0,4,0,0,0,-0.0835,0.16248,-128.370833,-62.00279,4.39657386,3.18898,7.778,5.555,4.047,103.05,77.4,89.6,4,1
2,2,2,0,0,0,-0.08552,0.09974,-131.27266,-67.463638,4.41110602,2.85852,6.746,5.234,5.322,173.92,40.1,86.2,4,1
8,0,3,0,0,0,-0.05487,0.1062,-141.334196,-34.642572,3.76300587,3.8991,9.474,6.827,5.538,151.14,60.4,133,3,1
0,0,3,0,0,0,-0.05576,0.1677,-140.538042,-63.30149,4.94816144,2.2591,5.464,5.767,4.557,127.98,60.4,24.8,3,1
3,4,2,0,0,0,-0.07918,0.17497,-134.341222,-56.632012,4.380889,3.16766,7.599,5.801,5.114,145.03,40.1,116,6,1
3,0,1,0,0,0,0.02194,0.19748,-152.509019,-78.833057,4.66176852,2.75274,6.714,5.797,5.078,59.09,23.1,10.8,1,0
5,0,3,0,0,0,-0.04839,0.08833,-145.089409,-41.423759,3.88263689,3.73346,8.632,6.03,4.16,115.11,57.2,101,3,1
7,0,1,0,0,0,-0.01818,0.14871,-128.336667,-56.207052,3.85552271,3.77036,9.173,7.934,4.156,141.57,23.1,94.9,1,0
6,0,1,0,0,0,-0.04518,0.10853,-119.549828,-59.64109,3.70377157,3.76954,9.004,9.193,3.04,196.4,23.1,108,1,0
6,0,1,0,0,0,-0.04886,0.11858,-125.13358,-55.284559,3.70999687,4.02046,9.725,8.324,3.22,196.4,23.1,120,1,0
4,0,2,0,0,0,-0.02542,0.10368,-136.000569,-46.902156,4.24038264,3.45548,8.428,6.545,3.221,111.08,64.5,171,3,1
3,0,4,0,0,0,-0.04357,0.13194,-147.776996,-20.926145,4.37360234,3.3743,8.019,5.587,4.826,105.07,80.6,63.8,4,1
2,0,0,0,1,0,-0.00205,0.15077,-136.35884,-27.788244,4.45791039,3.17668,5.78,7.582,3.6,100.13,42.6,48.1,3,1
4,0,4,0,0,0,-0.05075,0.11873,-143.776946,-13.115797,4.01282971,3.74576,5.427,8.903,4.149,117.08,77.4,101,4,1
1,0,0,0,2,0,0.03275,0.13394,-127.020596,-95.715177,4.82684963,2.75438,3.6,6.718,4.041,76.15,33.1,7.5,2,0
6,0,4,0,1,0,-0.08552,0.09963,-127.261824,-12.255079,3.76102956,3.66868,8.798,7.615,5.53,173.17,85.8,202,4,1
2,0,3,1,1,0,-0.04673,0.17383,-133.852731,-52.440318,4.07486808,3.4358,7.924,6.847,5.216,141.11,73.6,84.9,4,1
9,0,4,0,0,0,-0.08108,0.0934,-134.599915,-38.265444,3.60779807,4.1123,9.929,8.444,5.434,179.15,66.4,206,4,1
2,0,3,0,1,0,-0.07072,0.13306,-133.861614,-33.752042,4.16948301,3.5506,8.416,4.931,5.501,124.14,91.6,107,4,1
3,0,2,0,0,0,-0.05316,0.16337,-142.525854,-43.949863,4.87028636,2.94052,3.04,5.313,7.025,69.04,40.1,78.8,2,1
5,0,2,0,0,0,-0.03505,0.13964,-150.386173,-43.509844,3.93137553,4.0385,5.407,9.836,4.163,101.12,40.1,53.6,2,1
7,0,2,0,0,0,-0.07152,0.08955,-136.065336,-37.794233,3.63071523,4.01472,9.421,8.388,4.025,190,40.1,155,2,1
1,0,3,0,0,0,-0.04958,0.18317,-142.380879,-57.871928,4.52576023,2.80768,6.341,5.97,4.888,93.13,63.5,33.9,3,1
8,0,2,0,0,0,-0.05315,0.11274,-144.502504,-41.196801,3.7442307,4.04752,9.551,6.686,4.162,135.14,40.1,118,2,1
5,0,1,0,2,0,-0.0201,0.13372,-133.22134,-45.892535,3.70851363,3.6449,8.151,6.532,5.449,162.3,45.6,106,3,1
2,0,2,1,2,0,-0.04682,0.17071,-127.146135,-50.534446,3.92792868,3.40792,7.675,7.044,6.772,157.18,51.6,77.4,4,1
4,0,1,0,0,0,0.02189,0.17577,-150.955192,-64.011477,4.35144452,3.01186,7.328,6.281,5.169,73.11,23.1,17.6,1,0
2,0,0,0,2,0,-0.01465,0.15247,-138.232794,-48.163711,4.24532479,3.13814,7.334,6.742,4.16,106.19,45.1,37.4,2,0
6,0,0,0,2,0,-0.01456,0.13037,-135.51059,-46.01867,3.64673025,3.61292,8.405,6.72,5.446,160.3,36.3,102,2,1
7,0,2,0,0,0,-0.06335,0.11764,-140.704052,-39.036543,3.91004897,3.6367,8.788,7.754,3.237,136.13,66.2,130,3,1
0,0,0,0,1,0,0.03438,0.25469,-142.191712,-100.100814,5.86624829,1.78596,3.6,3.6,4.355,33.08,1,0,1,0
8,0,2,0,0,0,-0.04899,0.11045,-143.39206,-42.268293,3.80247174,4.16478,10.103,6.692,5.684,135.14,40.1,109,2,1
5,0,2,0,0,0,-0.06327,0.11671,-140.084255,-45.221151,3.78271501,3.86876,9.415,7.555,5.133,180.02,40.1,77,2,0
5,0,3,0,0,0,-0.05879,0.11469,-142.021906,-37.340618,3.99265156,3.80972,9.135,6.022,4.165,128.1,66.2,120,4,1
6,0,4,0,1,0,-0.07878,0.10462,-130.709032,-2.275146,3.65591325,4.01308,9.426,7.73,5.308,188.18,112,231,5,1
6,1,2,0,1,0,0.00881,0.11715,-115.187288,-50.210459,3.83203652,3.97618,9.559,6.723,3.6,159.16,59.3,126,4,1
7,0,3,0,0,0,-0.05763,0.11102,-142.599994,-18.308631,3.88404152,3.61784,8.802,7.57,2.402,137.11,60.4,127,3,1
0,0,2,0,0,0,-0.00996,0.036,-130.373508,-96.598615,5.15823464,2.7757,6.77,3.378,3.7,111.9,40.1,7.5,2,1
6,0,3,0,0,0,-0.06293,0.12531,-138.980328,-48.767167,3.84849636,3.46942,7.621,7.628,5.831,129.13,57.2,123,3,1
2,1,2,0,0,0,-0.07239,0.11032,-136.83859,-60.869939,4.45779797,2.89296,6.927,6.215,5.374,155.93,40.1,59.1,3,0
3,0,3,0,0,0,-0.03943,0.14377,-149.391793,-27.165428,4.45363419,3.40382,8.157,5.263,4.162,89.07,60.4,44.5,3,1
2,0,3,0,0,0,-0.04548,0.19552,-145.017729,-63.840511,4.86357407,2.86344,5.085,6.982,4.161,75.04,49.4,34.6,3,1
3,0,2,0,0,0,-0.06057,0.12095,-141.114664,-57.573828,4.25326923,2.92986,6.947,6.287,5.618,151.97,40.1,56.3,2,0
2,0,3,0,1,0,-0.06739,0.17112,-135.367303,-54.459268,4.42101095,3.08074,7.489,5.098,5.535,109.13,65.6,91.9,3,1
4,0,5,0,0,0,-0.05387,0.09461,-144.647784,2.7719,3.84878449,4.13772,10.092,5.629,4.174,133.08,86.7,113,5,1
4,0,2,0,1,0,-0.06681,0.09948,-139.104257,-39.687553,4.16523663,3.53092,8.401,5.939,3.6,128.13,81.3,101,4,1
1,0,0,0,2,0,-0.01357,0.15337,-138.798775,-47.598009,4.55500271,2.69124,6.685,5.615,2.403,92.17,59.1,27.5,2,0
3,0,2,0,0,0,-0.04356,0.16528,-146.261398,-55.169929,4.34324467,3.40464,8.124,5.589,4.627,91.1,52.2,47.2,3,1
1,0,0,0,0,0,-0.03095,0.20531,-122.309536,-89.853442,4.9575498,2.6445,3.8,3.8,6.45,104.99,23.8,31.3,2,0
0,1,3,0,1,0,-0.09296,0.23007,-125.005709,-102.277039,5.10399354,2.26484,4.987,5.191,5.524,98.07,65.6,79.2,4,1
4,0,2,0,0,0,-0.03774,0.14938,-150.589679,-51.75964,4.33046866,3.38988,8.079,5.354,4.158,87.07,40.1,68.1,2,1
2,0,0,0,0,0,-0.01629,0.13081,-139.972626,-49.09771,4.51195451,3.44072,8.316,4.271,2.462,63.5,0,2.8,1,0
0,0,4,0,0,1,-0.06851,0.20222,-135.447228,-70.231899,4.87874004,2.38046,5.762,5.762,4.325,78.84,80.9,19.1,5,1
3,0,0,0,0,0,0.03258,0.23529,-144.606852,-84.551711,5.06744502,2.64696,6.267,4.246,3.798,41.07,0,26.5,1,0
5,0,0,0,1,0,-0.01526,0.12594,-119.289779,-52.617843,4.13032996,3.53502,6.679,8.622,3.6,110.16,13.9,56,2,0
2,0,0,0,0,0,0.07265,0.20933,-156.472223,-79.273967,4.95064968,2.68878,6.553,4.566,4.172,44.08,1,2.8,1,0
1,0,0,0,0,0,-0.0465,0.13196,-118.591753,-88.120026,4.55430793,2.68304,6.321,6.515,4.285,118.37,0,8,1,0
1,0,0,0,0,0,0.08147,0.26022,-157.153406,-114.84545,5.92343977,1.69904,4.143,3.923,3.404,15.035,0,0,1,0
0,0,0,1,0,0,0.06028,0.24712,-137.10252,-105.919344,5.48844024,1.83434,4.475,4.001,3.6,32.99,0,0,1,1
1,0,2,0,0,0,-0.02255,0.19854,-156.786387,-62.570472,5.26398598,2.419,5.32,5.183,3.4,60.032,66.2,27.5,2,1
1,0,1,0,1,0,0.00117,0.1507,-133.709882,-90.471063,4.91530914,2.82408,4.546,6.862,3.6,74.08,72.2,43.2,3,0
1,0,1,0,0,0,0.02174,0.19784,-154.802295,-71.309674,5.01895738,2.85606,6.928,4.068,4.171,59.048,47.8,25.2,3,1
2,0,0,0,0,0,0.0642,0.21254,-148.496734,-88.931167,4.92385221,2.68468,6.547,4.288,4.176,44.08,1,2.8,1,0
3,0,1,0,0,0,0.03716,0.17967,-151.92881,-67.222446,4.53693719,2.92822,5.767,7.138,4.168,72.09,35.4,44.9,2,0
0,0,3,0,2,0,-0.054,0.15891,-127.197785,-37.751948,4.66252466,2.75848,6.443,5.216,5.525,113.14,101,95,4,1
2,0,1,0,1,0,0.02405,0.15146,-134.158695,-31.544366,4.54727287,3.17094,7.705,4.752,4.176,77.13,21.2,10,2,0
2,0,1,0,0,0,0.06942,0.21475,-147.597743,-87.083987,5.13069003,2.47148,5.92,4.29,4.181,43.04,17.1,10.3,2,0
4,0,5,0,0,0,-0.08189,0.06237,-131.546644,-39.063576,4.13373596,3.45712,8.376,6.368,5.695,132.06,94.5,153,5,1
6,0,1,0,1,0,-0.00996,0.13094,-129.828168,-44.944573,3.95785323,3.70148,6.712,9.291,3.6,125.17,21.2,66.9,2,0
1,0,0,0,0,0,0.08458,0.22769,-159.75028,-97.84338,5.46966336,2.17464,4.316,4.708,4.173,33.068,1,2,1,0
0,0,3,0,1,0,-0.06687,0.21079,-135.472256,-76.750632,5.17722216,2.26812,5.53,5.252,4.457,81.07,58.2,36.5,3,1
1,0,2,0,0,0,0.02963,0.24273,-144.063642,-84.08549,5.57063438,2.15742,5.258,4.534,3.4,46.024,37.3,10.3,3,0
0,0,1,0,0,0,0.09165,0.24322,-171.123411,-80.657707,5.97570172,1.98112,4.64,3.839,3.403,33.028,21.2,2,2,0
